name,한글공항명,code,공항코드2(ICAO),공항운영상태구분
Haikou Hainan Meilan International Airport,하이커우 메일런 국제공항,HAK,ZJHK,기존공항
Hail Airport,하일 지역공항,HAS,OEHL,기존공항
Hulunbuir Hailar Airport,하이라얼 둥샨 공항,HLD,ZBLA,기존공항
Sun Valley Friedman Memorial Airport,프라이드먼 미모리얼 공항,SUN,KSUN,기존공항
Haines Municipal Airport,하인스 시공항,HNS,PAHN,기존공항
Hai Phong Cat Bi Airport,카트비 공항,HPH,VVCI,기존공항
Hakodate Airport,하코다테 공항,HKD,RJCH,기존공항
Halifax Stanfield International Airport,핼리팩스 로버트 스탠필드 국제공항 ,YHZ,CYHZ,기존공항
Hall Beach Airport,홀 비치 공항,YUX,CYUX,기존공항
Halls Creek Airport,홀스크릭 공항,HCQ,YHLC,기존공항
Halmstad Airport,할름스타드 공항,HAD,ESMT,기존공항
Hamadan Airport,하마단 공항,HDM,OIHH,기존공항
Hamburg Airport Helmut Schmidt,풀쉬비텔 공항,HAM,EDDH,기존공항
Hamburg Finkenwerder Airport,함부르크 핀켄베르더 공항,XFW,EDHI,기존공항
Hamburg Lubeck Blankensee Airport,블랑켄지이 공항,LBC,EDHL,기존공항
Hami Airport,하미 공항,HMI,ZWHM,기존공항
Hamilton Airport,해밀턴 공항,HLT,YHML,기존공항
Hamilton International Airport,해밀턴 국제공항,HLZ,NZHN,기존공항
John C. Munro Hamilton International Airport,존 C. 먼론 해밀턴 공항,YHM,CYHM,기존공항
Hamilton Island Airport,헤밀튼아일랜드 공항,HTI,YBHM,기존공항
Hammerfest Airport,함메르페스트 공항,HFT,ENHF,기존공항
Hana Airport,하나 공항,HNM,PHHN,기존공항
Hancock Houghton County Memorial Airport,휴턴 카운티 미모리얼 공항,CMX,KCMX,기존공항
Handan Airport,한단 공항,HDG,ZBHD,기존공항
Hangzhou Xiaoshan International Airport,항저우  지오샨 국제공항,HGH,ZSHC,기존공항
Hanimaadhoo Airport,해니마두후 공항,HAQ,VRMH,기존공항
Hanoi Noi Bai Airport,노이 바이 공항,HAN,VVNB,기존공항
Hannover Airport,하노버 랭젠히겐 국제공항,HAJ,EDDV,기존공항
Allentown Lehigh Valley International Airport,리하이 밸리 국제공항,ABE,KABE,기존공항
Hanzhong Chenggu Airport,한중  공항,HZG,ZLHZ,기존공항
Hao Island Airport,하오 공항,HOI,NTTO,기존공항
Harare Robert Gabriel Mugabe International Airport,하라레 국제공항,HRE,FVHA,기존공항
Harbin Taiping International Airport,하얼빈  타이팽 국제공항,HRB,ZYHB,기존공항
Hargeisa Egal International Airport,하르게이사 공항,HGA,HCMH,기존공항
Harlingen Valley International Airport,밸리 국제공항,HRL,KHRL,기존공항
Boone County Regional Airport,분 카운티 공항,HRO,KHRO,기존공항
Harstad-Narvik Evenes Airport,에베네스 공항,EVE,ENEV,기존공항
Hartford Brainard Airport,브레인아드 공항,HFD,KHFD,기존공항
Hassi Messaoud Oued Irara Airport,우에드 이라야 공항  ,HME,DAUH,기존공항
Hassi R'Mel Airport,틸럽트 공항,HRM,DAFH,기존공항
Hasvik Airport,하스비크 공항,HAA,ENHK,기존공항
Hat Yai International Airport,햇야이 국제공항,HDY,VTSS,기존공항
Hattiesburg-Laurel Regional Airport,해티스버그 로렐 지역공항,PIB,KPIB,기존공항
Haugesund Airport,카모이 공항 ,HAU,ENHD,기존공항
Havana Jose Marti International Airport,호세 마르티 국제공항,HAV,MUHA,기존공항
Havre City County Airport,하브르 시티 카운티 공항,HVR,KHVR,기존공항
Havre St. Pierre Havre Saint Pierre Airport,하버 생 피에르 공항,YGV,CYGV,기존공항
Los Angeles Hawthorne Municipal Airport,호톤 시공항 ,HHR,KHHR,기존공항
Hay River Airport,헤이리버 공항,YHY,CYHY,기존공항
Yampa Valley Regional Airport,얌파 밸리 공항,HDN,KHDN,기존공항
Hays Regional Airport,헤이즈 지역공항,HYS,KHYS,기존공항
Hayward Executive Airport,헤이워드 이그젝큐티브 공항,HWD,KHWD,기존공항
Cincinnati/Northern Kentucky International Airport,신시내티 노던 켄터키 국제공항,CVG,KCVG,기존공항
Hechi Jinchengjiang Airport,허츠 진청장 공항,HCJ,ZGHC,기존공항
Hefei Xinqiao International Airport,허페이  루와강 국제공항,HFE,ZSOF,기존공항
Heho Airport,헤호 공항,HEH,VYHH,기존공항
Heihe Aihui Airport,헤이허  공항,HEK,ZYHE,기존공항
Helena Regional Airport,헬레나 리저널 공항,HLN,KHLN,기존공항
Heligoland Duene Airport,헬리고랜드 듀네 공항,HGL,EDXH,기존공항
Angelholm/Helsingborg Airport,앙헬름 헬싱보리 공항,AGH,ESTA,기존공항
Helsinki-Vantaa Airport,헬싱키 반타 공항,HEL,EFHK,기존공항
Helsinki-Malmi Airport,헬싱키 말미 공항,HEM,EFHF,기존공항
Hemavan Airport,히마밴 공항,HMV,ESUT,기존공항
Hengchun Airport,헝춘 공항,HCN,RCKW,기존공항
Hengyang Nanyue Airport,헝양  공항,HNY,ZGHY,기존공항
Heraklion Nikos Kazantzakis Airport,니코스 카잔카키스 공항,HER,LGIR,기존공항
Herat Airport,헤랏 공항,HEA,OAHR,기존공항
Heringsdorf Airport,헤링스도르프 공항,HDF,EDAH,기존공항
Hermosillo Pesqueira Garcia Airport,제네럴 페스케이라 가르시아 공항  ,HMO,MMHO,기존공항
Hervey Bay Airport,허비베이 공항,HVB,YHBA,기존공항
Range Regional Airport,레인지 리저널 공항,HIB,KHIB,기존공항
High Level Footner Lake Airport,하이레벨 공항,YOJ,CYOJ,기존공항
Donyi Polo Airport,도니 폴로 공항,HGI,VEHO,기존공항
Punta Cana International Airport,푼타카나 국제공항,PUJ,MDPC,기존공항
Kardla Airport,카르들라 공항,KDL,EEKA,기존공항
Izumo Airport,이즈모 공항,IZO,RJOC,기존공항
Hilo International Airport,힐로 국제공항,ITO,PHTO,기존공항
Hilton Head Island Airport,힐튼 헤드 공항,HHH,KHXD,기존공항
Hiroshima Airport,히로시마 국제공항,HIJ,RJOA,기존공항
Hisar Airport,히사르 공항,HSS,VIHR,기존공항
Atuona Airport,아투오나 공항,AUQ,NTMN,기존공항
Ho Chi Minh City Tan Son Nhat Airport,탄 손 낫 공항 ,SGN,VVTS,기존공항
Hobart Airport,호바트 국제공항,HBA,YMHB,기존공항
Lea County Regional Airport,리어 카운티 지역공항,HOB,KHOB,기존공항
Hoedspruit Airport,호스프루트 공항,HDS,FAHS,기존공항
Hof Plauen Airport,호프 플라벤 공항,HOQ,EDQM,기존공항
Hornafjordur Airport,호나표드르 공항,HFN,BIHN,기존공항
Hohhot Baita International Airport,호홋 바이타  국제공항,HET,ZBHH,기존공항
Hokitika Airport,호키티카 비행장,HKK,NZHK,기존공항
Huolingol Huolinhe Airport,홀링골 후오린허 공항,HUO,ZBHZ,기존공항
North Perry Airport,노스 페리 공항,HWO,KHWO,기존공항
Ulukhaktok Airport,우루카톡 홀먼 공항,YHI,CYHI,기존공항
Hong Kong International Airport,홍콩 국제공항  ,HKG,VHHH,기존공항
Hongyuan Airport,홍원 공항,AHJ,ZUHY,기존공항
Honiara Henderson International Airport,헨더슨 국제공항,HIR,AGGH,기존공항
Honningsvag Airport,발란 공항,HVG,ENHV,기존공항
Honolulu Daniel K Inouye International Airport,호놀룰루 국제공항,HNL,PHNL,기존공항
Molokai Airport,모로카이 공항,MKK,PHMK,기존공항
Hoonah Airport,후나 공항,HNH,PAOH,기존공항
Hooper Bay Airport,후퍼베이 공항,HPB,PAHP,기존공항
Horn Island Airport,혼아일랜드 공항,HID,YHID,기존공항
Horta Airport,호르타 공항,HOR,LPHR,기존공항
Hoskins Airport,호스킨스 공항,HKN,AYHK,기존공항
Hot Springs Memorial Field,핫스프링스 미모리얼필드 공항,HOT,KHOT,기존공항
Hotan Kungang Airport,호텐 공항,HTN,ZWTN,기존공항
Conroe Lone Star Executive Airport,론 스타 이그젝큐티브 공항,CXO,KCXO,기존공항
Houston Ellington Airport,엘링튼 공항,EFD,KEFD,기존공항
Houston William P. Hobby Airport,하비 공항,HOU,KHOU,기존공항
Houston George Bush Intercontinental Airport,조지 부쉬 인터콘티넨탈 공항,IAH,KIAH,기존공항
Hua Hin Airport,후하힌 공항,HHQ,VTPH,기존공항
Huahine Airport,파레 공항,HUH,NTTH,기존공항
Huai'an Lianshui Airport,화이안 Lianshui 공항,HIA,ZSSH,기존공항
Hualien Airport,화롄 / 화련 /후알리엔 공항,HUN,RCYU,기존공항
Huambo Albano Machado Airport,후암보 공항,NOV,FNHU,기존공항
Huangshan Tunxi International Airport,황산 턴시 국제공항,TXN,ZSTX,기존공항
Taizhou Luqiao Airport,황암구 리쨔오 공항,HYN,ZSLQ,기존공항
Huanuco Airport,알프레즈 FAP 다비드 휘게로아 페르만디니 공항,HUU,SPNC,기존공항
Huatugou Airport,화투구 공항,HTT,ZLHX,기존공항
Bahias de Huatulco International Airport,버하이 데  후아츌코 국제공항,HUX,MMBT,기존공항
Hubballi Airport,후블리,HBX,VOHB,기존공항
Hue Phu Bai International Airport,푸 바이 공항,HUI,VVPB,기존공항
Huesca Pirineos Airport,우에스카-피리네오스 공항,HSK,LEHC,기존공항
Humaita Airport,후마이타 공항,HUW,SWHT,기존공항
Huntington Tri-State Airport,트라이스테이트 공항,HTS,KHTS,기존공항
Huntsville International Airport,헌츠빌 국제공항,HSV,KHSV,기존공항
Hurghada International Airport,허가다 국제공항,HRG,HEGN,기존공항
Husavik Airport,후자빅 공항,HZK,BIHU,기존공항
Huslia Airport,후슬리아 공항,HSL,PAHL,기존공항
Cape Cod Gateway Airport,반스터블 공항,HYA,KHYA,기존공항
Hyderabad Airport (Pakistan),하이데라바드 공항,HDD,OPKD,기존공항
Hyderabad Rajiv Gandhi International Airport,라지브간디 국제공항 ,HYD,VOHS,기존공항
Hyderabad Begumpet Airport,하이데라바드 베굼펫 공항,BPM,VOHY,기존공항
Iasi International Airport,이아시 국제공항,IAS,LRIA,기존공항
Ibadan Airport,이바단 공항,IBA,DNIB,기존공항
Ibague Perales Airport,페랄레즈 공항,IBE,SKIB,기존공항
Ibiza Airport,이비사 공항,IBZ,LEIB,기존공항
Idaho Falls Regional Airport,아이다호폴스 시공항,IDA,KIDA,기존공항
Igarka Airport,이가카르 공항,IAA,UOII,기존공항
Igdir Airport,이그디르 공항,IGD,LTCT,기존공항
Foz do Iguacu International Airport,이과수폭포 공항,IGU,SBFI,기존공항
Iguazu Cataratas International Airport,카타라타스 국제공항  ,IGR,SARI,기존공항
Ikaria Island Airport,이카리아 아일랜드 내셔널 공항,JIK,LGIK,기존공항
Iki Airport,이키 공항,IKI,RJDB,기존공항
Ilam Airport,일람공항,IIL,OICI,기존공항
Iles De La Madeleine Airport,엘디라마달렌 공항,YGR,CYGR,기존공항
Ilheus Jorge Amado Airport,일에우스  호르헤 아마도 공항,IOS,SBIL,기존공항
Iliamna Airport,엘디라마 공항,ILI,PAIL,기존공항
Ilimanaq Harbour Airport,일리마나크 하버 공항,XIQ,BGIL,기존공항
Illizi Airport,일리치 공항,VVZ,DAAP,기존공항
Ilo Airport,엘로 공항,ILQ,SPLO,기존공항
Iloilo Mandurriao Airport,일로일로 국제공항,ILO,RPVI,기존공항
Ilorin Airport,일로린 국제공항,ILR,DNIL,기존공항
Ilulissat Airport,야콥샤픈 공항,JAV,BGJN,기존공항
Imperatriz Airport,프레페이토 레나토 모레이라 공항,IMP,SBIZ,기존공항
El Centro Imperial County Airport,임피리얼 카운티 공항,IPL,KIPL,기존공항
Imphal Municipal Airport,임팔 시공항,IMF,VEIM,기존공항
In Amenas Airport,인 아메나스 공항,IAM,DAUZ,기존공항
In Guezzam Airport,인구에잠 공항,INF,DATG,기존공항
In Salah Airport,인살라 공항,INZ,DAUI,기존공항
Indianapolis International Airport,인디애나폴리스 국제공항,IND,KIND,기존공항
Indore Devi Ahilyabai Holkar Airport,데비 아힐야바이 홀카 국제공항 ,IDR,VAID,기존공항
Ingolstadt Manching Airport,잉골슈타트 맨칭 공항,IGS,ETSI,기존공항
Inhambane Airport,이냠바네 공항,INH,FQIN,기존공항
Inis Meain Airport,이니스 마인 공항,IIA,EIMN,기존공항
Inis Oirr Airport,이니스 오어르 공항,INQ,EIIR,기존공항
Inis Mor Airport,킬로넌 공항,IOR,EIIM,기존공항
Innsbruck Airport,크래인비튼 공항,INN,LOWI,기존공항
Inongo Airport,이논고 공항,INO,FZBA,기존공항
Falls International Airport,폴스 국제공항,INL,KINL,기존공항
Inuvik Mike Zubko Airport,마이크 즈브코 공항,YEV,CYEV,기존공항
Invercargill Airport,인버카길 공항,IVC,NZNV,기존공항
Inverell Airport,인버렐 공항,IVR,YIVL,기존공항
Inverin Connemara Airport,코네마라 지역공항,NNR,EICA,기존공항
Inverness Airport,인버니스 공항,INV,EGPE,기존공항
Inyokern Kern County Airport,인요컨 공항,IYK,KIYK,기존공항
Ioannina King Pyrros Airport,킹 피로스 공항 ,IOA,LGIO,기존공항
Ipatinga Usiminas Airport,우시미나냐스 공항,IPN,SBIP,기존공항
Ipiales San Luis Airport,산루이스 공항,IPI,SKIP,기존공항
Ipoh Sultan Azlan Shah Airport,술탄 아즐란 샤 공항,IPH,WMKI,기존공항
Iqaluit Airport,이콰루잇 공항,YFB,CYFB,기존공항
Iquique Diego Aracena Airport,카라반챠 공항,IQQ,SCDA,기존공항
Iquitos Coronel FAP Francisco Secada Airport,콜로널 프란치스코 세카다 공항,IQT,SPQT,기존공항
Shimojishima Airport,시모지시마 공항,SHI,RORS,기존공항
Iranshahr Airport,이란샤르 공항,IHR,OIZI,기존공항
Irece Airport,이레세 공항,IRE,SNIC,기존공항
Iringa Nduli Airport,음둘리 공항,IRI,HTIR,기존공항
Irkutsk International Airport,이르쿠츠크 국제공항,IKT,UIII,기존공항
Iron Mountain Ford Airport,포드 공항,IMT,KIMT,기존공항
Gogebic Iron County Airport,고즈빅 카운티 공항,IWD,KIWD,기존공항
Isafjordur Airport,이사표도르 공항,IFJ,BIIS,기존공항
Isfahan Airport,이스파한 국제공항 ,IFN,OIFM,기존공항
Ishigaki Airport,이시가키 공항,ISG,ROIG,기존공항
Isiro Matari Airport,마타리 공항,IRP,FZJH,기존공항
Bocas Del Toro Airport,보카스 델 토로 공항,BOC,MPBO,기존공항
Islamabad International Airport,베나지르 부토 국제공항 ,ISB,OPIS,기존공항
Islay Airport,글리니지데일 공항,ILY,EGPI,기존공항
Isle Of Man Ronaldsway Airport,로널즈웨이 공항,IOM,EGNS,기존공항
Broadford Isle of Skye Airport,브로드 포드 공항,SKL,EGEI,기존공항
Isles Of Scilly Saint Mary's Airport,세인트 메리즈 공항,ISC,EGHE,기존공항
Long Island MacArthur Airport,롱 아일랜드 맥아더 공항,ISP,KISP,기존공항
Isparta Suleyman Demirel Airport,술래이만 더미럴 공항,ISE,LTFC,기존공항
Ataturk Airport,아타튀르크 공항,ISL,LTBA,기존공항
Istanbul Airport,아타투르크 공항,IST,LTFM,기존공항
Istanbul Sabiha Gokcen Airport,사비하 곡센 공항,SAW,LTFJ,기존공항
Itaituba Airport,이타이투바 공항,ITB,SBIH,기존공항
Ithaca Tompkins International Airport,톰킨스 카운티 공항,ITH,KITH,기존공항
Ivalo Airport,이바로 공항,IVL,EFIV,기존공항
Ivano-Frankivsk International Airport,이바노-프랭코브스크 공항,IFO,UKLI,기존공항
Ivujivik Airport,아이부지빅 공항,YIK,CYIK,기존공항
Ixtepec Airport,익스테펙 공항,IZT,MMIT,기존공항
Izhevsk Airport,이제프스크 공항,IJK,USII,기존공항
Izmir Adnan Menderes Airport,아드난 멘데레스 공항,ADB,LTBJ,기존공항
Jabalpur Airport,자발푸르 공항,JLR,VAJB,기존공항
Jackson-Medgar Wiley Evers International Airport,잭슨 에버스 국제공항,JAN,KJAN,기존공항
McKellar-Sipes Regional Airport,맥켈러 공항,MKL,KMKL,기존공항
Jackson Hole Airport,잭슨 홀 공항,JAC,KJAC,기존공항
Jacksonville International Airport,잭슨빌 국제공항,JAX,KJAX,기존공항
Jacksonville Albert J Ellis Airport,앨버트 J. 엘리스 공항,OAJ,KOAJ,기존공항
Jacksonville Cecil Airport,잭슨빌 세실 공항,VQQ,KVQQ,기존공항
Jaen Shumba Airport,슘바 공항,JAE,SPJE,기존공항
Jaffna International Airport,칸케산투라이 공항,JAF,VCCJ,기존공항
Jagdalpur Airport,자그달푸르 공항,JGB,VEJR,기존공항
Jahrom Airport,자롬 공항,JAR,OISJ,기존공항
Jaipur Sanganeer Airport,상그니어 공항,JAI,VIJP,기존공항
Jaisalmer Airport,자이살머 공항,JSA,VIJR,기존공항
Jakarta Soekarno-Hatta International Airport,소엑카르노 하타 국제공항,CGK,WIII,기존공항
Jakarta Halim Perdanakusuma Airport,하림 페다나 쿠수마 공항,HLP,WIHH,기존공항
Jakarta Pondok Cabe Airport,폰독 카베 공항,PCB,WIHP,기존공항
Jalalabad Airport,잘라라바드 공항,JAA,OAJL,기존공항
Jalgaon Airport,할 가온 공항,JLG,VAJL,기존공항
Jambi Sultan Thaha Syarifudn Airport,술탄 나야 시아리푸딘 공항,DJB,WIPA,기존공항
Jamestown Regional Airport,제임스타운 지역공항,JMS,KJMS,기존공항
Jammu Satwari Airport,사트와리 공항,IXJ,VIJU,기존공항
Jamnagar Govardhanpur Airport,고바르단푸르 공항,JGA,VAJM,기존공항
Jamshedpur Sonari Airport,소나리 공항,IXW,VEJS,기존공항
Janakpur Airport,자낙푸르 공항,JKR,VNJP,기존공항
Perth Jandakot Airport,잔다콧 공항,JAD,YPJT,기존공항
Southern Wisconsin Regional Airport,서던 위스콘신 지역공항,JVL,KJVL,기존공항
Cayo Coco Airport,쟈뎅 델 레이 공항,CCC,MUCC,기존공항
Jauja Francisco Carle Airport,프란치스코 카를레 공항,JAU,SPJJ,기존공항
Jayapura Sentani Airport,센터리 공항,DJJ,WAJJ,기존공항
Jeddah King Abdulaziz International Airport,킹 압둘아지즈 국제공항,JED,OEJN,기존공항
Jeju International Airport,제주 국제공항,CJU,RKPC,기존공항
